# object_name   ref_object  relative_x relative_y 
Knight_32245   Queen_22311  -250269 67377 
Rook_32246   Knight_28910  98849 27461 
Knight_32247   Rook_30491  55185 -58809 
Rook_32248   Queen_20691  74510 29406 
Rook_32249   Bishop_32049  160986 58716 
Rook_32250   King_10195  -67430 -8777 
King_32251   King_20808  19581 110280 
Rook_32252   Rook_13603  79584 33732 
Bishop_32253   Rook_755  -38841 203783 
King_32254   Bishop_26847  -111901 -48354 
Rook_32255   Bishop_15138  191102 149762 
Rook_32256   King_6573  46479 -11130 
Knight_32257   Bishop_27084  -14645 -138867 
Bishop_32258   Knight_1371  -167691 91696 
King_32259   King_15068  -10408 150402 
Queen_32260   Rook_561  64280 57723 
Bishop_32261   Rook_26237  -68603 -74602 
King_32262   Rook_22171  -171397 -33458 
Bishop_32263   Bishop_11244  -12507 -207609 
Rook_32264   Queen_20302  134068 38928 
Knight_32265   Bishop_20732  9662 144341 
Rook_32266   Queen_2106  -62747 -195212 
Rook_32267   Rook_25398  -22659 -35225 
Knight_32268   Knight_3983  -81726 -41673 
Queen_32269   Rook_2566  91220 81841 
Queen_32270   Bishop_2790  151837 -46212 
Bishop_32271   Rook_26594  113215 -87560 
King_32272   King_3922  33560 -95755 
Bishop_32273   King_28118  212429 59891 
Queen_32274   King_15400  185925 150099 
Rook_32275   Rook_13119  61313 158750 
King_32276   Rook_29582  5915 -172083 
Knight_32277   Rook_4764  98747 -127419 
Rook_32278   Bishop_14285  -189096 -75292 
Rook_32279   Queen_12301  -29178 24778 
King_32280   King_20212  115867 87396 
King_32281   Queen_23869  214736 18624 
Knight_32282   Bishop_9544  -220887 4284 
Rook_32283   Knight_12292  81514 72683 
Knight_32284   King_18404  -86959 -157794 
Rook_32285   Queen_4942  30043 -117110 
King_32286   Knight_936  153818 -44590 
Rook_32287   Knight_1349  235431 -9284 
Queen_32288   Rook_19363  -36988 115043 
Bishop_32289   King_9478  102305 40980 
Rook_32290   Bishop_19309  -118954 -206393 
King_32291   Rook_21055  78820 43759 
King_32292   King_27957  116312 -148787 
Knight_32293   King_32056  19027 101803 
Knight_32294   Rook_17268  -56209 208691 
King_32295   Bishop_17045  -145699 167610 
Knight_32296   Knight_20887  189600 -245195 
King_32297   King_8778  -43406 -125809 
Knight_32298   Knight_5821  -97514 -32278 
Knight_32299   Queen_10625  46858 7170 
Rook_32300   Rook_19371  -55211 46442 
Queen_32301   Rook_24034  45229 -13601 
Rook_32302   Rook_14788  231769 -274791 
King_32303   Bishop_31529  -170164 93766 
Bishop_32304   Knight_18723  149814 -188077 
Queen_32305   Rook_15414  -102182 92123 
Rook_32306   King_4502  -86507 94473 
Bishop_32307   Bishop_28610  -130886 -26913 
Bishop_32308   Knight_26439  4758 -4789 
King_32309   Bishop_12746  28346 156948 
Queen_32310   Bishop_22548  84002 -124114 
Queen_32311   Bishop_19699  -240161 86524 
Knight_32312   Queen_12434  187302 20164 
Rook_32313   Knight_11655  66987 77778 
Queen_32314   Queen_2709  -16202 98534 
Queen_32315   King_1450  -50746 86172 
King_32316   King_13724  219325 38774 
King_32317   Knight_21807  -7240 10579 
Queen_32318   Rook_27611  -10268 -60518 
Knight_32319   King_30989  9394 -103714 
Bishop_32320   Bishop_16941  28378 -84495 
King_32321   Knight_12539  -100817 -14505 
Queen_32322   Rook_15678  -236732 127623 
Bishop_32323   King_28315  -28994 146057 
King_32324   Rook_25192  174153 -216322 
Queen_32325   Knight_24601  112177 -37536 
Queen_32326   King_3350  -132886 41436 
Rook_32327   Bishop_3731  107266 -174604 
Rook_32328   King_1772  4909 -200197 
Bishop_32329   Rook_30795  80277 741 
King_32330   Knight_953  35948 -130598 
Knight_32331   Bishop_28490  -20430 148941 
Bishop_32332   Bishop_30772  97916 150248 
Rook_32333   Queen_23333  -114282 -22066 
Knight_32334   Rook_10598  -79881 -156438 
King_32335   King_24035  -52388 191136 
King_32336   Queen_18948  -190023 86548 
Rook_32337   Knight_28031  -41946 -20340 
King_32338   King_29874  -99854 83272 
Knight_32339   Queen_22202  7999 -91379 
Rook_32340   Knight_15162  -15663 63974 
Bishop_32341   Knight_12681  -79334 -29694 
Queen_32342   Bishop_16635  -59502 -149696 
Bishop_32343   Knight_8982  12987 -202772 
Queen_32344   Knight_6026  133932 -230193 
Queen_32345   Queen_654  -49457 186540 
Knight_32346   Queen_23027  -100602 211845 
Knight_32347   Queen_11854  34353 -55084 
Queen_32348   Queen_11854  61770 -11620 
Bishop_32349   Queen_32270  -172314 8767 
Bishop_32350   Rook_26305  -38007 119228 
Rook_32351   King_13890  -247991 43536 
Queen_32352   Queen_553  36835 62881 
Rook_32353   Rook_3817  -117159 93755 
Bishop_32354   Rook_19339  -153002 -145079 
Rook_32355   Knight_7379  -238295 -192690 
Queen_32356   Rook_6284  155647 17509 
Bishop_32357   Bishop_10182  -79783 61368 
Knight_32358   King_12641  48869 -103107 
Queen_32359   Knight_29431  -8104 34561 
Queen_32360   Knight_23030  -29587 -4985 
Rook_32361   Bishop_9707  12015 -79586 
Rook_32362   Knight_1405  82707 33965 
Knight_32363   Rook_9405  -288297 -56308 
Bishop_32364   Queen_15705  193427 -125749 
Queen_32365   King_14260  50852 24590 
Rook_32366   Bishop_11388  -51250 68393 
Rook_32367   King_9466  -33797 -84045 
Rook_32368   Bishop_26491  -101253 90742 
Rook_32369   Knight_7659  -32795 37569 
King_32370   Bishop_24205  -37417 30437 
Knight_32371   Queen_28089  44791 -146194 
Bishop_32372   Bishop_15516  168922 35482 
Rook_32373   Rook_1977  -111584 -248731 
Queen_32374   Rook_6363  168101 -206022 
Bishop_32375   King_19560  134202 -41798 
King_32376   Rook_15965  198120 -217659 
Queen_32377   Bishop_7211  -252598 -37454 
Rook_32378   Knight_31750  -8792 31125 
King_32379   Bishop_3792  -42245 -3030 
Knight_32380   Knight_24442  91497 238512 
Knight_32381   Rook_22995  99379 73085 
Bishop_32382   Queen_17185  -155456 -241475 
Rook_32383   Rook_26604  225189 193164 
Bishop_32384   Queen_23182  255822 -13627 
King_32385   Rook_25653  158061 61671 
King_32386   Rook_19357  104154 138559 
Knight_32387   Rook_20851  14303 62636 
Bishop_32388   Bishop_30748  -31631 -58869 
King_32389   Queen_10496  -167799 37205 
Bishop_32390   King_11990  7186 -214711 
Rook_32391   Knight_1775  -138169 -2311 
Rook_32392   Queen_17445  -133551 -79984 
Queen_32393   Queen_26785  -61350 37244 
King_32394   Rook_22448  46383 60120 
Queen_32395   Bishop_16060  -175867 -1475 
Knight_32396   Rook_25801  -219039 137142 
Bishop_32397   Queen_16656  150350 -222680 
Queen_32398   Rook_8613  -66347 94209 
Bishop_32399   Bishop_30220  -109710 -131532 
Bishop_32400   Knight_14364  -63115 -215615 
Knight_32401   Knight_19306  7216 256574 
Queen_32402   Bishop_4124  90222 -25072 
Rook_32403   Rook_4139  8003 102138 
Bishop_32404   Rook_17021  -34038 75062 
Bishop_32405   Queen_18564  193934 -146948 
Knight_32406   Knight_30222  -19426 -139170 
Rook_32407   Queen_9371  -153773 -140148 
Bishop_32408   Bishop_26881  51507 25958 
King_32409   Knight_15456  -215805 161049 
Knight_32410   Rook_7921  142767 -193520 
Bishop_32411   Queen_26214  141116 138199 
Rook_32412   Bishop_9850  -63394 21127 
Knight_32413   Rook_18286  -183726 -87948 
Rook_32414   Queen_26175  77528 3491 
Bishop_32415   Rook_6411  162772 131588 
Rook_32416   Bishop_19891  140045 -19322 
Queen_32417   Rook_674  -11743 -11214 
Queen_32418   Knight_15564  -51788 -11757 
Rook_32419   Queen_24775  -193009 -47052 
Rook_32420   Queen_31406  146347 73066 
Rook_32421   Bishop_17713  122845 -205812 
King_32422   Bishop_24293  -152227 -32956 
Knight_32423   King_29330  -56479 -166452 
King_32424   Bishop_787  -135048 138735 
Rook_32425   Queen_9851  -27366 145995 
Knight_32426   Rook_22315  133137 6308 
Knight_32427   Queen_6816  246867 99071 
Knight_32428   Knight_19976  -103918 -78815 
Queen_32429   Rook_14558  -88909 70885 
Bishop_32430   King_12041  -87734 -52752 
Rook_32431   King_2730  -118123 -281834 
Knight_32432   King_6309  -3020 -196846 
Rook_32433   Knight_14181  -121849 203864 
Knight_32434   Rook_11344  -15325 -24606 
Queen_32435   Knight_18996  103516 -65429 
King_32436   Queen_23278  229583 -32992 
Rook_32437   Rook_25815  -67460 103671 
Queen_32438   King_850  182079 207855 
King_32439   Knight_647  -75572 215624 
Bishop_32440   Bishop_13012  73781 38762 
King_32441   Rook_25328  -126595 -90643 
Knight_32442   King_8514  -199551 -56409 
Bishop_32443   Rook_11896  31490 -188145 
Queen_32444   Knight_31648  74447 -36396 
Queen_32445   King_220  113969 -44365 
King_32446   Bishop_1296  -154317 167413 
Bishop_32447   Rook_26690  -124073 3565 
Queen_32448   Queen_32418  -66039 -72376 
Bishop_32449   Rook_6132  -217619 126038 
Knight_32450   King_28414  -72379 -44467 
Knight_32451   King_15833  -180610 -20521 
Queen_32452   Rook_32168  -19107 -93694 
Knight_32453   Rook_15939  -190810 179943 
Rook_32454   Knight_28115  -132340 96689 
Rook_32455   Queen_20272  66584 -57657 
Queen_32456   King_21937  -111189 -77209 
Bishop_32457   Rook_7082  -12948 160217 
King_32458   Bishop_20645  -204920 -199234 
Queen_32459   Rook_5553  -92613 -170727 
King_32460   Queen_3987  -59891 243181 
Knight_32461   King_7605  112436 98897 
Rook_32462   Bishop_6406  63206 22723 
Rook_32463   Rook_29113  60443 87344 
Rook_32464   Bishop_23699  16644 -8530 
Knight_32465   Rook_17913  -145030 130500 
Rook_32466   King_12950  17541 -23949 
Bishop_32467   Queen_2761  -70509 -241293 
King_32468   Bishop_9493  216477 -162536 
Rook_32469   Rook_1591  -36824 49401 
Rook_32470   King_2246  -202832 -62057 
Knight_32471   Queen_621  -33951 -49528 
Bishop_32472   Queen_7538  -121139 -31484 
Bishop_32473   Rook_3096  -197429 136479 
Rook_32474   Queen_31677  89453 -117625 
Queen_32475   Knight_11141  113093 29838 
Knight_32476   King_25269  -146946 -161859 
Bishop_32477   King_10337  -264023 94524 
Knight_32478   Queen_26862  115153 34796 
Knight_32479   Bishop_24438  -118359 168735 
Queen_32480   Rook_5679  -130990 -123103 
King_32481   Bishop_1319  -56535 201917 
Rook_32482   Bishop_4387  -124052 -215420 
King_32483   Rook_11665  122086 113348 
King_32484   Knight_30716  80958 -52521 
King_32485   King_27634  53409 -131903 
Rook_32486   Knight_11343  -20505 -17570 
King_32487   Knight_9311  -61372 127727 
Bishop_32488   King_30643  -130195 46107 
Queen_32489   Rook_22716  213414 -273991 
Queen_32490   Rook_24453  -7451 -91699 
King_32491   Bishop_11051  89779 -18450 
Queen_32492   King_3075  12278 -144797 
Rook_32493   King_13984  236559 -254043 
Queen_32494   King_31706  13627 -49819 
King_32495   Bishop_27722  -18362 -367 
Queen_32496   Queen_14563  -100318 256063 
Queen_32497   Bishop_22437  -36851 -33858 
Bishop_32498   Rook_18397  147405 179570 
Knight_32499   Queen_16770  193279 -161012 
Rook_32500   Bishop_24358  143407 240771 
Queen_32501   King_3661  -136302 68877 
Rook_32502   Queen_30167  -110554 -97193 
Rook_32503   Bishop_1856  135656 -69068 
King_32504   Bishop_29353  84230 -26343 
Rook_32505   Rook_20047  147338 -60175 
Queen_32506   Queen_12834  230186 203114 
King_32507   Knight_9161  274273 -19863 
Knight_32508   King_27198  -65581 20169 
Queen_32509   King_26304  -98343 -87782 
Bishop_32510   Knight_24496  33481 140839 
King_32511   King_5187  113243 -119662 
Knight_32512   King_14218  90508 -90232 
King_32513   King_7837  12890 -20313 
Bishop_32514   Rook_29220  40519 -130154 
Knight_32515   Rook_13352  -93057 -12676 
King_32516   Bishop_120  -140441 82276 
Queen_32517   King_18237  -2115 88505 
Bishop_32518   Rook_28121  48539 -33752 
Queen_32519   Knight_6025  -88840 104611 
Bishop_32520   Queen_5158  1132 143731 
Knight_32521   Queen_23720  -242772 46789 
Knight_32522   Queen_30140  40188 85798 
Bishop_32523   Rook_9226  99043 -135246 
Rook_32524   Queen_8750  -58256 50288 
Bishop_32525   King_9514  208879 -35374 
Bishop_32526   Rook_21926  -165222 -241070 
Knight_32527   Knight_16281  127284 -138209 
Rook_32528   Queen_25765  -100246 -52127 
Bishop_32529   Rook_15934  -205744 -119650 
Rook_32530   Rook_8156  110098 -241021 
Queen_32531   Bishop_7986  -236723 187768 
King_32532   King_5242  128467 -150935 
Rook_32533   Knight_26008  172926 -6939 
Bishop_32534   Queen_12448  -90822 41397 
Queen_32535   Knight_22279  117227 52574 
Bishop_32536   Rook_28979  -263408 108673 
Rook_32537   King_17109  217419 23345 
King_32538   King_21693  37297 56246 
King_32539   Knight_10711  -237664 120586 
King_32540   Knight_28460  -2546 47505 
King_32541   Bishop_29102  -219890 43397 
King_32542   Bishop_16399  8118 -33487 
King_32543   Knight_15103  23337 -39757 
Bishop_32544   King_8827  -84386 5827 
Bishop_32545   Bishop_22584  -111357 -4851 
Knight_32546   Knight_8495  12483 202598 
Bishop_32547   Queen_25747  3972 -98525 
King_32548   Queen_26100  -21302 21592 
Knight_32549   King_6156  125806 93000 
Bishop_32550   Queen_17847  167809 -158378 
King_32551   Queen_2727  113456 -94081 
Bishop_32552   King_6093  218367 66279 
King_32553   Knight_25917  261657 -124970 
Bishop_32554   Queen_29967  1390 -134429 
King_32555   Rook_1664  158912 36680 
King_32556   Queen_11  -159227 -64820 
Rook_32557   Queen_18470  94679 -48092 
Queen_32558   Knight_31418  -56665 132146 
Queen_32559   King_597  204943 -102875 
Bishop_32560   Queen_19677  -178108 -74458 
Queen_32561   Bishop_14849  172812 24261 
King_32562   Knight_24007  -35422 49223 
King_32563   Bishop_26679  189246 -270402 
King_32564   Knight_3164  -125108 113857 
King_32565   King_29860  115474 -77316 
Knight_32566   King_21423  94540 3848 
Rook_32567   Queen_655  -94297 -18268 
Bishop_32568   Bishop_20956  17689 18358 
Bishop_32569   Rook_16889  87253 103387 
Bishop_32570   Queen_38  112224 79398 
Bishop_32571   Bishop_7340  -44517 -52711 
Bishop_32572   Rook_5249  -62622 21234 
Knight_32573   Queen_18167  53396 -21878 
King_32574   Rook_21431  -143098 90021 
Knight_32575   King_30203  -230813 -25260 
Queen_32576   King_29459  -106649 -75848 
Queen_32577   King_10630  -116395 -233962 
King_32578   Bishop_14880  -4961 63573 
Queen_32579   Knight_13785  236844 -8376 
Bishop_32580   Queen_17825  -18046 52111 
Knight_32581   Bishop_23053  -43767 -60050 
Bishop_32582   Bishop_10677  -93724 49311 
Knight_32583   Queen_18554  -77324 195934 
Knight_32584   King_23999  84802 172098 
King_32585   Queen_14526  -22665 100087 
King_32586   Knight_31948  -77176 -279472 
Bishop_32587   Queen_10076  136025 -164694 
King_32588   Queen_10749  225080 -196456 
Bishop_32589   Queen_10725  34037 -132060 
Knight_32590   Knight_13551  93480 202448 
King_32591   Bishop_5514  186097 252585 
Knight_32592   Bishop_31000  -87073 -276905 
Rook_32593   Bishop_19817  284213 19856 
King_32594   Queen_27412  58624 -33627 
King_32595   Queen_31928  -142673 52126 
Bishop_32596   Bishop_19132  213578 66487 
Knight_32597   Knight_9801  180200 58758 
Rook_32598   Queen_26561  -1644 112208 
Queen_32599   Rook_10510  195731 -13696 
Knight_32600   Queen_9989  19253 171993 
King_32601   Queen_31566  -128912 -258331 
Knight_32602   King_1087  -159915 157354 
Knight_32603   Queen_9045  191849 -263202 
King_32604   Knight_25228  -222737 76604 
King_32605   Bishop_2755  33024 96629 
Queen_32606   Bishop_18932  159900 34823 
Knight_32607   King_13548  81683 -34561 
Rook_32608   Knight_18850  -92271 171381 
Queen_32609   Queen_7710  -11825 -34169 
King_32610   Bishop_13412  -40271 167679 
Rook_32611   Queen_10902  97573 -115660 
Bishop_32612   Bishop_12337  40506 -230655 
Knight_32613   Queen_28770  146745 -111475 
Bishop_32614   Queen_18069  -155902 -12431 
Knight_32615   Queen_23822  -174680 -94650 
Rook_32616   Rook_11197  128467 125463 
Rook_32617   Bishop_22905  -22492 -250788 
Queen_32618   Bishop_9817  -81446 83242 
King_32619   Rook_25717  1119 183307 
King_32620   King_19719  25063 88261 
King_32621   King_17326  -46443 67420 
Rook_32622   Queen_17533  -113744 73990 
Queen_32623   Knight_32499  -208838 213816 
Knight_32624   Bishop_18034  -37094 -123810 
Knight_32625   Bishop_4686  54024 -257160 
King_32626   Queen_14188  18213 -191359 
Bishop_32627   King_29271  9394 99472 
Bishop_32628   King_27735  21325 -71907 
Queen_32629   King_28601  -220954 51928 
Queen_32630   Knight_11389  129557 17966 
Knight_32631   King_22428  15210 -47054 
Knight_32632   King_27062  80513 229537 
King_32633   King_17190  97218 -103378 
Bishop_32634   Rook_20831  -30000 19130 
Rook_32635   King_12210  -110210 135962 
Queen_32636   Knight_11856  -2792 -150830 
Rook_32637   Knight_31250  -211619 -61546 
Rook_32638   Bishop_6301  -61941 170495 
Bishop_32639   King_26445  29437 -137272 
King_32640   Queen_21722  -169778 -29517 
Knight_32641   King_16658  75709 51926 
Rook_32642   Queen_25908  214582 188540 
Rook_32643   Bishop_12141  32962 -93226 
Knight_32644   King_9885  -39335 -143194 
Knight_32645   King_19404  -9913 85196 
King_32646   King_19871  36300 1944 
Queen_32647   Knight_12154  -6049 208918 
Queen_32648   Queen_17251  70325 -158809 
Bishop_32649   Bishop_9286  92919 140090 
Knight_32650   Knight_24646  -138053 -194042 
Bishop_32651   Knight_22679  -151982 -208831 
Bishop_32652   Bishop_21585  -193061 268762 
King_32653   Knight_16099  36188 21935 
Queen_32654   King_7292  120850 -104164 
Queen_32655   Bishop_26109  109424 -161216 
Queen_32656   Rook_27414  -221508 200333 
Rook_32657   Bishop_28510  128257 83828 
Rook_32658   Bishop_18552  123495 -109135 
Knight_32659   Knight_15960  233050 244719 
Knight_32660   King_17316  80965 59511 
Bishop_32661   Knight_562  135309 179314 
Knight_32662   Queen_27054  80543 -35155 
Queen_32663   King_12794  197645 -46922 
Knight_32664   Queen_31701  -182563 59368 
Rook_32665   Knight_14651  80993 -177364 
Queen_32666   Queen_21890  84200 -81165 
Bishop_32667   King_16906  -84570 89792 
Queen_32668   King_14728  130494 188912 
Rook_32669   Rook_32012  38405 -16668 
Bishop_32670   Knight_20224  39965 -57763 
Bishop_32671   King_20528  22692 110222 
King_32672   King_31994  -83420 246628 
Queen_32673   King_11830  -16846 23222 
Knight_32674   Rook_16297  -42636 -161228 
Knight_32675   Knight_20926  -124005 -99981 
Queen_32676   Queen_3094  22301 -213964 
King_32677   Bishop_4340  -168158 -153949 
King_32678   Rook_28362  -66888 -994 
King_32679   Queen_5260  86320 -160443 
Bishop_32680   Queen_5781  145076 20540 
Knight_32681   Rook_22889  -7631 87845 
King_32682   Queen_19269  -31661 -56419 
Rook_32683   King_31078  -70182 -58624 
Knight_32684   Knight_27333  120852 -73436 
